Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Bangladesh,Price / Bangladesh,Compare At Price / Bangladesh,Included / International,Price / International,Compare At Price / International,Status
hammer-pull-brass-bell,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/bellthird.jpg?v=1706000883,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
ding-dong-bell,Ding Dong Bell,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Never shout ""On your left!"" again! Let the pleasant peal of the Ding Dong bell announce your presence. Perfect for herding pedestrians on the multi-use path, ringing ""hello"" to a friend, or letting your neighborhood know just how much you enjoy riding, every bike deserves a voice and none sounds more 'bikey' than, ""Ding Dong!""</p>
<div class=""textile"">
<h3>Specs</h3>
<ul>
<li>“Ding Dong” – the bell</li>
<li>Fits Pure City, Pure Fix, and any 22.2mm handlebars</li>
<li>Tolls for thee</li>
</ul>
</div>",Pure Fix Cycles,,Bells,"Bells, Black, Blue, City, City Accessories, Goods, Pure City, Red, Safety Gear, Things We Love",true,Color,Red,,,,,Bell - Ding Dong - Red,454.000603133,shopify,1000000,deny,manual,12.00,,true,true,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/CITY-BELL_PASTEL_MIXED_SET_WEB.jpg?v=1706000878,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/CITY-BELL_PASTEL_RED_FRONT_WEB.jpg?v=1706000878,lb,,,true,,,true,,,active
ding-dong-bell,,,,,,,,,Orange,,,,,Bell - Ding Dong - Light Orange,454.000603133,shopify,1000000,deny,manual,12.00,,true,true,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/CITY-BELL_PASTEL_RED_FRONT_WEB.jpg?v=1706000878,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/CITY-BELL_PASTEL_ORANGE_FRONT_WEB.jpg?v=1706000878,lb,,,,,,,,,
ding-dong-bell,,,,,,,,,Peach,,,,,Bell - Ding Dong - Orange,454.000603133,shopify,1000000,deny,manual,12.00,,true,true,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/CITY-BELL_PASTEL_ORANGE_FRONT_WEB.jpg?v=1706000878,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/CITY-BELL_PASTEL_PEACH_FRONT_WEB.jpg?v=1706000878,lb,,,,,,,,,
ding-dong-bell,,,,,,,,,Green,,,,,Bell - Ding Dong - Mint Green,454.000603133,shopify,1000000,deny,manual,12.00,,true,true,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/CITY-BELL_PASTEL_PEACH_FRONT_WEB.jpg?v=1706000878,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/CITY-BELL_PASTEL_GREEN_FRONT_WEB.jpg?v=1706000878,lb,,,,,,,,,
ding-dong-bell,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/CITY-BELL_PASTEL_GREEN_FRONT_WEB.jpg?v=1706000878,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
pure-fix-starter-kit,Pure Fix Starter Kit,<p></p>,Pure Fix Cycles,,"","",false,Size,Small,,,,,Starter Kit - Pure Fix - S,4536.014418474,shopify,10,deny,manual,119.99,154.00,true,true,"",,,,false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
pure-fix-starter-kit,,,,,,,,,Medium,,,,,Starter Kit - Pure Fix - M,4536.014418474,shopify,10,deny,manual,119.99,154.00,true,true,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
pure-fix-starter-kit,,,,,,,,,Large,,,,,Starter Kit - Pure Fix - L,4536.014418474,shopify,10,deny,manual,119.99,154.00,true,true,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
artist-series-no-001,Artist Series: Peter Shire,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><center style=""text-align: left;""><img alt="""" src=""//cdn.shopify.com/s/files/1/0081/1222/files/ArtistSpotlight_WebImage_1.png?12228235596910502207"" style=""float: none;"" width=""368"" height=""59""></center>
<p>Every bike is a work of art, but sometimes you have to make it official. We love the creativity, vision, and personality that bikes bring out in people and we love artists for putting so much cool stuff into the universe. That’s why we never miss a chance to collaborate with today’s most inspiring creators. Bringing a fresh look to our designs, revealing beauty in utility, and turning transportation into something more meaningful, the Artist Spotlight Series is our tribute to the creative energy that brings magnificence to the mundane and makes our world such a wonderful place to ride.</p>",Pure Fix Cycles,,Premium Fixed Gear Bike,"4130, 47 cm, 50 cm, 54 cm, 58 cm, 61 cm, Artist Series, Black, CrMo, People for Bikes, Peter Shire, Pro Series, Pure Fix",true,Size,54 cm,,,,,Artist Series: Peter Shire,27215.99579237,shopify,1000000,deny,manual,2000.00,,true,true,712392689618,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/ArtBike_people-for-bikes-3_WEB.jpg?v=1706000870,1,"",false,,"The Pure Fix Pro Series is the perfect bike to take your riding to the next level.  Featuring a double-butted 4130 chromoly frame, the Pro Series was bred to be",,,,,,,,,,,,,lb,,,true,,,true,,,active
artist-series-no-001,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/peter-shire-bike-side.jpg?v=1706000870,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
artist-series-no-001,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/peter-shire-bike.jpg?v=1706000870,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
artist-series-no-001,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/peter-shire-sign.jpg?v=1706000870,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
artist-series-no-001,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/peter-shire-art.jpg?v=1706000870,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
artist-series-no-001,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/peter-shire-espresso.jpg?v=1706000870,6,"",,,,,,,,,,,,,,,,,,,,,,,,,
artist-series-no-001,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/peter-shire-workshop.jpg?v=1706000870,7,"",,,,,,,,,,,,,,,,,,,,,,,,,
levis-commuter-504-regular-straight-jeans,Levi's Commuter 504 Regular Straight Jeans,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>You ride hard, but the people at the bar don't need to know that. When the day calls for mashing pedals but keeping it casual, the Commuter 504s are the pants for the job. Designed to perform on the bike and look good wherever you end up, they're the perfect blend of substance and style.</p>
<div class=""textile"">
<h3>Specs</h3>
<ul>
<li>Straight leg</li>
<li>Higher back rise for coverage</li>
<li>Reflective 3M™ Scotchlite™ tape on cuff</li>
<li>U-lock storage on waistband</li>
<li>93% Cotton, 5% Polyester, 2% Elastane - Imported</li>
<li>Reinforced pockets for durability</li>
<li>Water-resistant and dirt-repellent EcoRepel® protective finish</li>
</ul>
</div>",Levi's,,Apparel,"Accessories, Apparel, Pants",true,Size,30 x 30,,,,,Levis - 504 Pant Blk - 30x30,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-blue-2_WEB.jpg?v=1706000859,1,"",false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
levis-commuter-504-regular-straight-jeans,,,,,,,,,30 x 32,,,,,Levis - 504 Pant Blk - 30x32,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-blue-3_WEB.jpg?v=1706000859,2,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
levis-commuter-504-regular-straight-jeans,,,,,,,,,31 x 30,,,,,Levis - 504 Pant Blk - 31x30,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-blue-1_WEB.jpg?v=1706000859,3,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
levis-commuter-504-regular-straight-jeans,,,,,,,,,31 x 32,,,,,Levis - 504 Pant Blk - 31x32,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
levis-commuter-504-regular-straight-jeans,,,,,,,,,32 x 30,,,,,Levis - 504 Pant Blk - 32x30,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
levis-commuter-504-regular-straight-jeans,,,,,,,,,32 x 32,,,,,Levis - 504 Pant Blk - 32x32,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
levis-commuter-504-regular-straight-jeans,,,,,,,,,32 x 34,,,,,Levis - 504 Pant Blk - 32x34,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
levis-commuter-504-regular-straight-jeans,,,,,,,,,33 x 32,,,,,Levis - 504 Pant Blk - 33x32,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
levis-commuter-504-regular-straight-jeans,,,,,,,,,34 x 32,,,,,Levis - 504 Pant Blk - 34x32,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
levis-commuter-504-regular-straight-jeans,,,,,,,,,34 x 34,,,,,Levis - 504 Pant Blk - 34x34,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
levis-commuter-504-regular-straight-jeans,,,,,,,,,36 x 32,,,,,Levis - 504 Pant - Blk - 36x32,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
levis-commuter-504-regular-straight-jeans,,,,,,,,,38 x 32,,,,,Levis - 504 Pant - Blk - 38x32,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
levis-commuter-511-slim-fit-jeans,Levi's Commuter 511 Slim Fit Jeans,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Designed specifically for riders, these jeans seamlessly blend on-the-bike performance with the iconic style and durability you expect from Levi's. The Commuter 511 Slim Fit Jeans feature water-resistant stretch fabric, 3M reflective cuffs, a U-lock holder on the waistband, and a higher back-rise for coverage, so you'll always look good when you arrive and never sweat getting there.</p>
<div class=""textile"">
<h3>Specs</h3>
<ul>
<li>Slightly tapered leg</li>
<li>Higher back rise for coverage</li>
<li>Reflective 3M Scotchlite tape on cuff</li>
<li>Water-resistant and dirt-repellent EcoRepel® protective finish</li>
<li>U-lock storage on waistband</li>
<li>93% Cotton, 5% Polyester, 2% Elastane - Imported</li>
<li>Reinforced pockets for durability</li>
</ul>
</div>",Levi's,,Apparel,"Accessories, Apparel, Pants",true,Size,30 x 30,Color,Greenlight Denim,,,Levis - 511 L Grn Denim - 30x30,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-light-blue-2_WEB.jpg?v=1706000854,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-light-blue-2_WEB.jpg?v=1706000854,lb,,,true,,,true,,,active
levis-commuter-511-slim-fit-jeans,,,,,,,,,30 x 30,,Indigo Denim,,,Levis - 511 Pant - Blk - 30x30,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-light-blue-3_WEB.jpg?v=1706000854,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-dark-blue-2_WEB.jpg?v=1706000854,lb,,,,,,,,,
levis-commuter-511-slim-fit-jeans,,,,,,,,,30 x 32,,Greenlight Denim,,,Levis - 511 L Grn Denim - 30x32,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-dark-blue-2_WEB.jpg?v=1706000854,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-light-blue-2_WEB.jpg?v=1706000854,lb,,,,,,,,,
levis-commuter-511-slim-fit-jeans,,,,,,,,,30 x 32,,Indigo Denim,,,Levis - 511 Pant - Blk - 30x32,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-light-blue-1_WEB.jpg?v=1706000854,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-dark-blue-2_WEB.jpg?v=1706000854,lb,,,,,,,,,
levis-commuter-511-slim-fit-jeans,,,,,,,,,31 x 30,,Greenlight Denim,,,Levis - 511 L Grn Denim - 31x30,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-dark-blue-3_WEB.jpg?v=1706000854,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-light-blue-2_WEB.jpg?v=1706000854,lb,,,,,,,,,
levis-commuter-511-slim-fit-jeans,,,,,,,,,31 x 30,,Indigo Denim,,,Levis - 511 Pant - Blk - 31x30,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-blue-4_WEB.jpg?v=1706000854,6,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-dark-blue-2_WEB.jpg?v=1706000854,lb,,,,,,,,,
levis-commuter-511-slim-fit-jeans,,,,,,,,,31 x 32,,Greenlight Denim,,,Levis - 511 L Grn Denim - 31x32,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-light-blue-2_WEB.jpg?v=1706000854,lb,,,,,,,,,
levis-commuter-511-slim-fit-jeans,,,,,,,,,31 x 32,,Indigo Denim,,,Levis - 511 Pant - Blk - 31x32,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-dark-blue-2_WEB.jpg?v=1706000854,lb,,,,,,,,,
levis-commuter-511-slim-fit-jeans,,,,,,,,,32 x 30,,Greenlight Denim,,,Levis - 511 L Grn Denim - 32x30,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-light-blue-2_WEB.jpg?v=1706000854,lb,,,,,,,,,
levis-commuter-511-slim-fit-jeans,,,,,,,,,32 x 30,,Indigo Denim,,,Levis - 511 Pant - Blk - 32x30,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-dark-blue-2_WEB.jpg?v=1706000854,lb,,,,,,,,,
levis-commuter-511-slim-fit-jeans,,,,,,,,,32 x 32,,Greenlight Denim,,,Levis - 511 L Grn Denim - 32x32,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-light-blue-2_WEB.jpg?v=1706000854,lb,,,,,,,,,
levis-commuter-511-slim-fit-jeans,,,,,,,,,32 x 32,,Indigo Denim,,,Levis - 511 Pant - Blk - 32x32,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-dark-blue-2_WEB.jpg?v=1706000854,lb,,,,,,,,,
levis-commuter-511-slim-fit-jeans,,,,,,,,,32 x 34,,Greenlight Denim,,,Levis - 511 L Grn Denim - 32x34,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-light-blue-2_WEB.jpg?v=1706000854,lb,,,,,,,,,
levis-commuter-511-slim-fit-jeans,,,,,,,,,32 x 34,,Indigo Denim,,,Levis - 511 Pant - Blk - 32x34,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-dark-blue-2_WEB.jpg?v=1706000854,lb,,,,,,,,,
levis-commuter-511-slim-fit-jeans,,,,,,,,,33 x 32,,Greenlight Denim,,,Levis - 511 L Grn Denim - 33x32,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-light-blue-2_WEB.jpg?v=1706000854,lb,,,,,,,,,
levis-commuter-511-slim-fit-jeans,,,,,,,,,33 x 32,,Indigo Denim,,,Levis - 511 Pant - Blk - 33X32,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-dark-blue-2_WEB.jpg?v=1706000854,lb,,,,,,,,,
levis-commuter-511-slim-fit-jeans,,,,,,,,,34 x 32,,Greenlight Denim,,,Levis - 511 L Grn Denim - 34x32,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-light-blue-2_WEB.jpg?v=1706000854,lb,,,,,,,,,
levis-commuter-511-slim-fit-jeans,,,,,,,,,34 x 32,,Indigo Denim,,,Levis - 511 Pant - Blk - 34x32,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-dark-blue-2_WEB.jpg?v=1706000854,lb,,,,,,,,,
levis-commuter-511-slim-fit-jeans,,,,,,,,,34 x 34,,Greenlight Denim,,,Levis - 511 L Grn Denim - 34x34,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-light-blue-2_WEB.jpg?v=1706000854,lb,,,,,,,,,
levis-commuter-511-slim-fit-jeans,,,,,,,,,34 x 34,,Indigo Denim,,,Levis - 511 Pant - Blk - 34x34,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-dark-blue-2_WEB.jpg?v=1706000854,lb,,,,,,,,,
levis-commuter-511-slim-fit-jeans,,,,,,,,,36 x 32,,Greenlight Denim,,,Levis - 511 L Grn Denim - 36x32,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-light-blue-2_WEB.jpg?v=1706000854,lb,,,,,,,,,
levis-commuter-511-slim-fit-jeans,,,,,,,,,36 x 32,,Indigo Denim,,,Levis - 511 Pant - Blk - 36x32,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-dark-blue-2_WEB.jpg?v=1706000854,lb,,,,,,,,,
levis-commuter-511-slim-fit-jeans,,,,,,,,,38 x 32,,Greenlight Denim,,,Levis - 511 L Grn Denim - 38x32,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-light-blue-2_WEB.jpg?v=1706000854,lb,,,,,,,,,
levis-commuter-511-slim-fit-jeans,,,,,,,,,38 x 32,,Indigo Denim,,,Levis - 511 Pant - Blk - 38x32,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Men-pants-dark-blue-2_WEB.jpg?v=1706000854,lb,,,,,,,,,
levis-lady-commuter-shorts,Levi's Commuter Shorts,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>These shorts are made for ridin' and that's just what they'll do. One of these days these shorts are going to ride all over (with) you. Made with performance fabric, a high waist, deep pockets, and coated in a water-resistant finish, these Levi's Commuter Shorts are up for whatever you are!</p>
<div class=""textile"">
<h3>Specs</h3>
<ul>
<li>High Rise</li>
<li>Skinny with a rolled cuff</li>
<li>EcoRepel finishing (water resistant technology)</li>
<li>Five pocket design</li>
<li>Deeper pockets</li>
<li>94% Cotton, 4% Polyester, 2% Elastane - Imported</li>
</ul>
</div>",Levi's,,Apparel,"Accessories, Apparel, Shorts",true,Size,24,,,,,Levis - Lady Shorts - Blue - 24,454.000603133,shopify,1000000,deny,manual,68.00,,true,true,"",https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Womens-shorts-blue-2_WEB.jpg?v=1706000845,1,"",false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
levis-lady-commuter-shorts,,,,,,,,,25,,,,,Levis - Lady Shorts - Blue - 25,454.000603133,shopify,1000000,deny,manual,68.00,,true,true,"",https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Womens-shorts-blue-1_WEB.jpg?v=1706000845,2,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
levis-lady-commuter-shorts,,,,,,,,,26,,,,,Levis - Lady Shorts - Blue - 26,454.000603133,shopify,1000000,deny,manual,68.00,,true,true,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
levis-lady-commuter-shorts,,,,,,,,,27,,,,,Levis - Lady Shorts - Blue - 27,454.000603133,shopify,1000000,deny,manual,68.00,,true,true,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
levis-lady-commuter-shorts,,,,,,,,,28,,,,,Levis - Lady Shorts - Blue - 28,454.000603133,shopify,1000000,deny,manual,68.00,,true,true,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
levis-lady-commuter-shorts,,,,,,,,,29,,,,,Levis - Lady Shorts - Blue - 29,454.000603133,shopify,1000000,deny,manual,68.00,,true,true,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
levis-lady-commuter-shorts,,,,,,,,,30,,,,,Levis - Lady Shorts - Blue - 30,454.000603133,shopify,1000000,deny,manual,68.00,,true,true,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
levis-lady-commuter-shorts,,,,,,,,,31,,,,,Levis - Lady Shorts - Blue - 31,454.000603133,shopify,1000000,deny,manual,68.00,,true,true,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
levis-lady-commuter-shorts,,,,,,,,,32,,,,,Levis - Lady Shorts - Blue - 32,454.000603133,shopify,1000000,deny,manual,68.00,,true,true,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
levis-commuter-skinny-jeans,Levi's Commuter Skinny Jeans,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Jeans are the go-to pants for going places, and these jeans know you're going by bike. Made with performance materials for comfort, reflective side seams for visibility, and a water-resistant finish to keep the road off your clothes, the Levi's Commuter jeans are made for riding and they feel awesome enough that you'll wear them even when you're staying home.</p>
<div class=""textile"">
<h3>Specs</h3>
<ul>
<li>High rise</li>
<li>Skinny leg</li>
<li>Reflective tape on seams</li>
<li>EcoRepel finishing (water resistant technology)</li>
<li>Deeper back pockets</li>
<li>94% Cotton, 4% Polyester, 2% Elastane - Imported</li>
</ul>
</div>",Levi's,,Apparel,"Accessories, Apparel, Pants",true,Size,24 x 32,Color,Black,,,Levis - Lady Pant - Black 24x32,454.000603133,shopify,1000000,deny,manual,88.00,,true,true,"",https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Womens-pants-black-1_WEB.jpg?v=1706000841,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/Womens-pants-black-1_WEB.jpg?v=1706000841,lb,,,true,,,true,,,active
